sentence,language,contributor_id,gender,age_group,voice_clip,duration,Region
Ekibiina kyokusatu ku ssomero lyaffe kati nakyo kyafunye ekizimbe ekipya.,Luganda,1005,Male,40-49,yogera_text_audio_20240524_074543.507868_2559.wav,0.001944444,Western
Emmotoka eyabadde etwala abayizi okulambula yagudde naye kya mukisa tewali yafudde.,Luganda,1003,Male,40-49,yogera_text_audio_20240524_095147.580008_2599.wav,0.001944444,Western
Abalimi bangi bakkaanya n'eky'okuddayo okusoma.,Luganda,3284,Male,40-49,yogera_text_audio_20241111_102655.625007_8628.wav,0.001944444,Western
Ennyange tezikyalabika mu nte zange.,Luganda,1003,Male,40-49,yogera_text_audio_20240524_080206.313769_2755.wav,0.000833333,Western
Sizoni ki ennungi ey'okusimbiramu ebijanjaalo ne bisobola okubala?,Luganda,3284,Male,40-49,yogera_text_audio_20241111_100421.975893_53460.wav,0.002777778,Western
Kati emmere gye nnima yonna enfa ki!,Luganda,3288,Male,40-49,yogera_text_audio_20241111_074303.463387_7532.wav,0.001666667,Western
Abantu abenjawulo nga beewandiisa okufuna akatale e Hoima ng'okusima amafuta kutandis,Luganda,3284,Male,40-49,yogera_text_audio_20241111_095859.249869_53095.wav,0.003888889,Western
Ensigo za chia zilimu ekiriisa ekyaamaanyi.,Luganda,3272,Male,40-49,yogera_text_audio_20241111_091119.582277_38921.wav,0.001666667,Western
Ssente zeetaagisa mu kaweefube w'okulwanyisa endwadde.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_115110.345563_2684.wav,0.0025,Western
Yogera ku bwetaavu abalimisa bwe balina entakera.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_083912.237491_12966.wav,0.003888889,Western
Sekkokko esobola okubiika amagi amakumi asatu mu mwezi gumu.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_112830.267667_2444.wav,0.003333333,Western
Enkomamawanga zirina okuba nga zikuze okusobola okuzikungula.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_085848.933280_45954.wav,0.002222222,Western
Okulima katunkuma tekwandibadde kuzibu naye tetulina bigimusa.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_100813.847146_18581.wav,0.002222222,Western
Ssaagala mulwewo nnyo okusiga kubanga enkuba eggwaawo.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_085127.584274_5169.wav,0.001944444,Western
Okulabirira obumyu obulungi nofunamu.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_091311.789600_45575.wav,0.001666667,Western
Abalimi mujja kutuuka ku bye mwagala nga muli balamu.,Luganda,3277,Female,50-59,yogera_text_audio_20241111_091150.336120_26802.wav,0.001944444,Western
Bagenda kubawa ku magezi ge bamanyi ku kulunda enkoko.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_080913.057690_6890.wav,0.001944444,Western
Nsinga kulima bijanjaalo na kawo.,Luganda,3277,Female,50-59,yogera_text_audio_20241111_114035.597070_23052.wav,0.001666667,Western
We nviira mu nnimiro mbeera nkooye nnyo.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_100813.838004_14645.wav,0.001388889,Western
Gavumenti tefudde akatale ka ssukaalindiizi.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_080614.906841_16832.wav,0.001944444,Western
Leka kulika ng'abaana batunula butunuzi.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_073933.168423_10758.wav,0.003333333,Western
Kati olina emiti mingi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_103235.680362_34761.wav,0.000555556,Western
Ekitegeeza yiika ya kasooli gy'emisiri ena?,Luganda,3280,Female,50-59,yogera_text_audio_20241111_092802.849702_22864.wav,0.001944444,Western
Abalimi mufune akadde mwekubemu ttooki.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_074313.260652_26801.wav,0.001944444,Western
Ebitundu omulegama amazzi si birungi kulimamu kasooli.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_115100.881239_53894.wav,0.001666667,Western
Osobola okutabulira embizzi ccacu nga mulimu ne mukene.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_094347.624415_51043.wav,0.001666667,Western
Ssaabawandiisi w'ekibiina omwegattira abasomesa asabye minisitule eyongere sipiidi mu kugemesa abasomesa.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_081847.855052_2634.wav,0.004722222,Western
Obulwadde bwa siriimu bwaluma nnyo abantu b'e Kanungu.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_073647.788018_2625.wav,0.002222222,Western
Ebimuli nagezaako okubirima naye bya kweronda nnyo.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_100245.991678_10500.wav,0.001666667,Western
Ebijanjaalo bitwala ennaku mmeka okumera nga bisimbiddwa?,Luganda,3280,Female,50-59,yogera_text_audio_20241111_084137.436230_13643.wav,0.002222222,Western
Waliwo abo abassa ku lubendo.,Luganda,3277,Female,50-59,yogera_text_audio_20241111_113423.140980_39536.wav,0.001388889,Western
Noonya abalimi bennyini bakuddemu.,Luganda,3277,Female,50-59,yogera_text_audio_20241111_115651.951041_8397.wav,0.000833333,Western
Ekibiina ky'abakyala ku kyalo kyaffe kyakoze bulungibwansi okugogola emyala.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_130524.329783_2631.wav,0.002777778,Western
Amate g'embuzi gaba mu buseere.,Luganda,3277,Female,50-59,yogera_text_audio_20241111_121054.230902_33893.wav,0.001111111,Western
Olina okufuna ekifo ekituufu aw'okugisimba.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_090045.641933_44471.wav,0.001666667,Western
Waliwo abayimbi abansanyudde nga balima.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_094543.272367_6492.wav,0.001388889,Western
Olunaku abalimi lwe baagala luliko ebibuuzo bingi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_101515.063617_23660.wav,0.001944444,Western
Muteeke ekigimusa ekituufu ku vvanira wammwe.,Luganda,3277,Female,50-59,yogera_text_audio_20241111_112710.053405_18123.wav,0.000833333,Western
Emmotoka etambuza abalwadde erina kuddukanyizibwa omusawo omukugu.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_122140.773988_2665.wav,0.0025,Western
Lwaki abalima ate tebafuna kimala?,Luganda,3298,Female,50-59,yogera_text_audio_20241111_085538.181379_12219.wav,0.001111111,Western
Ssaagala muntu atamanyi kuwandiika bulungi lulimi lwe lunnansi.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_115538.223834_2617.wav,0.002222222,Western
Awo ojja kumanya eky'okukola.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_094154.862673_32963.wav,0.001111111,Western
Sizoni ki esinga obulungi ku bijanjaalo?,Luganda,3277,Female,50-59,yogera_text_audio_20241111_113600.492218_53763.wav,0.001111111,Western
Buli ttaka libalako ppamba?,Luganda,3298,Female,50-59,yogera_text_audio_20241111_113953.295245_38660.wav,0.000833333,Western
Ennume tezirina makulu era bangi bazireka mu ttale zifiireyo.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_103009.446707_51203.wav,0.001666667,Western
Kati abalimi bwe bajja mbagambe ki?,Luganda,3280,Female,50-59,yogera_text_audio_20241111_084137.413983_11466.wav,0.001388889,Western
Ebikajjo bizimba omubiru gwomuntu.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_103635.656373_30999.wav,0.001111111,Western
Ebimuli nagezaako okubirima naye bya kweronda nnyo.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_094057.811738_2730.wav,0.001944444,Western
Nange nabadde ŋŋenda mu musomo gwa balunzi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_075405.072071_4641.wav,0.002777778,Western
Gano go gawoomerako nnyo ebinyeebwa.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_100021.993101_42033.wav,0.001388889,Western
Osobola okufunamu amagoba.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_115257.423902_33445.wav,0.001111111,Western
Obutiko bulijjo bulimibwa bwe buti?,Luganda,3298,Female,50-59,yogera_text_audio_20241111_074534.750932_30295.wav,0.001388889,Western
Nneetaaga emmotoka z'ensujju nga kkumi buli wiiki naye ssiziraba.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_122827.797424_2428.wav,0.003333333,Western
Bogoya asobola okukula mu ttaka lyonna.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_074313.278253_35563.wav,0.001944444,Western
Twasemba okulima bbogoya ng'ebbeeyi ekyali waggulu.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_093035.565239_10662.wav,0.001944444,Western
Lwaki ekika kya taaba kino tekyataaga nnyo kigimusa?,Luganda,3277,Female,50-59,yogera_text_audio_20241111_092144.483121_15433.wav,0.0025,Western
Abalwadde b'akawuka ka ssenyiga omukambwe abalala balangiriddwa leero.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_120032.456118_2669.wav,0.002777778,Western
Emmerezo y'ennyaanya yeetaaga okubeerako akasiikirize.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_102218.334599_13980.wav,0.001388889,Western
Abalimi abasuubira okulima ebijanjaalo sizoni eno ejja beetaaga okufuna ensigo ennungi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_103235.696231_48521.wav,0.003611111,Western
Njagala nkabale nga mmwe bwe musalira ebitooke.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_083912.204718_4991.wav,0.001666667,Western
Ente nga yaakazaala amata gaba teganyweka.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_111050.340090_4623.wav,0.001111111,Western
Kamalabyonna agamba mu buli mbeera eggwanga lirina okusoosowaza ebyobulamu,Luganda,1008,Female,50-59,yogera_text_audio_20240524_120453.020832_2707.wav,0.003055556,Western
Waliyo engeri nyingi ez'okukuzaamu chia.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_090141.981591_46848.wav,0.001388889,Western
Ekitooke kino kirabika kirimu ekiwuka.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_082153.801987_13916.wav,0.001666667,Western
Oyinza okusimba emiti okwetooloola ekibanja.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_114517.297775_39489.wav,0.001388889,Western
Omulimi yenna ava ku magezi g'omulimisa ku nsimba ya kkopa talina kwejjusa.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_101148.202931_19252.wav,0.003055556,Western
Bagambe buli mulimi ayogere ky'ayagala gavumenti emukolere.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_094057.822170_2457.wav,0.002222222,Western
"Endagaano erina okukolebwa wakati wa bannannyini makolero, bannanyinittaka n'abalimi.",Luganda,3280,Female,50-59,yogera_text_audio_20241111_084909.141755_49656.wav,0.005555556,Western
Jjajja yagaana enkiiko z'abalimi okutuula wano.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_103708.885793_12320.wav,0.001111111,Western
Gavumenti erina okuteeka eddagala mu malwaliro okusobola okulongoosa ebyobulamu.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_091949.373659_2714.wav,0.003611111,Western
Obulwadde bwange bwannemesa okulima munnange.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_090141.988740_6933.wav,0.001388889,Western
Embwa bw'ekuba oluba otya.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_075900.834412_43470.wav,0.001388889,Western
Tereka amagi ng'ensonda entono y'esembye wansi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_094850.864635_48088.wav,0.0025,Western
Bonna abalimi abaabadewo baagenze n'ebigimusa.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_103635.665406_4058.wav,0.001111111,Western
Lwaki omulimi yandisimbye obulo ku ttaka ly'olunnyo?,Luganda,3280,Female,50-59,yogera_text_audio_20241111_084137.429155_20445.wav,0.002222222,Western
Amagi agatafunye mpanga tegaalulwa.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_100021.999846_9513.wav,0.001388889,Western
Basimba muwogo ne bamufumba.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_082704.356537_32834.wav,0.001666667,Western
Amatooke garimu abika ebyenjawulo.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_085742.228383_36190.wav,0.001388889,Western
Tusaba ebyobulamu biweebwe enkizo.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_120032.509797_2709.wav,0.001666667,Western
Engeri y'okutangiramu CMD kuno.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_092554.915677_56298.wav,0.001666667,Western
Okwaluza enkoko nga bw'otunda nagwo mulimu.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_114013.530805_2485.wav,0.001666667,Western
Tuzimma ennume kuba ziba nto.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_100702.353517_39017.wav,0.001111111,Western
Kye nnalabye ku nnimiro yo kye nzirayo okukola.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_115110.308648_2510.wav,0.002222222,Western
Obugubi nabwo bunywa amazzi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_100021.986698_42189.wav,0.001666667,Western
Abakulu okuva mu minisitule y'ebyobulamu bazze okutusomesa ku kawuka akaleeta siriimu.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_115538.254724_2568.wav,0.003055556,Western
Embizzi endwaddde zisobola okujjanjabibwa.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_090848.147179_32279.wav,0.002222222,Western
Empewo terekaamu bulwadde.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_111332.291488_30064.wav,0.000833333,Western
Era bajja kulekera awo okulya ennyama ebweru.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_075613.343660_33686.wav,0.001666667,Western
Waliyo abalina ssekoko ezisoba mu lukumi.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_103843.959507_31420.wav,0.001111111,Western
Beera n'omulyango gumu gwokka ku ffaamu olw'obukuumi.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_102447.155366_53974.wav,0.001666667,Western
Embuzi ezitowa okuva ku kkiro munaana okutuusa ku ataano.,Luganda,3277,Female,50-59,yogera_text_audio_20241111_115451.560825_25461.wav,0.002777778,Western
Nnandibadde nnima nnyo naye ssirina ssente za ddagala.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_080717.029291_2512.wav,0.002222222,Western
Okulima nakwo kulina obulombolombo bwako.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_114517.274026_27558.wav,0.001388889,Western
Ennyaanya efiira mu kaseera katono nnyo.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_100156.373371_31618.wav,0.001111111,Western
Ettaka eliweweevu lye ddungi okulimamu kasooli.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_091902.547660_45213.wav,0.001666667,Western
Abamu bazikolera we ziwugira.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_101545.894134_32794.wav,0.001111111,Western
Ovakkedo bamutunda nnyo mu katale.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_092051.297103_35615.wav,0.001111111,Western
Teekateeka ofuneyo ennimiro y'omulimi yonna ogirambule.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_130524.370647_2749.wav,0.002222222,Western
Olunaku lw'eggulo nnabadde sitegeera bye basomesa mu ssaayansi.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_123825.933801_2589.wav,0.001944444,Western
Ani yakugamba nti eddagala lino terisobola kukoola mulinga?,Luganda,3277,Female,50-59,yogera_text_audio_20241111_092144.490776_18846.wav,0.0025,Western
Toweetaaga bigimusa bingi nnyo ku empindi.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_101545.861573_45417.wav,0.001388889,Western
Embuzi ennume ekyaali ndwadde.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_085428.473000_31313.wav,0.001388889,Western
Bw'oba owulira oyagala nnyo okulima era ojja kukufunamu.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_093537.266166_9001.wav,0.0025,Western
Obusa nabwo bwetaaga kulinda ne buwola ne bulema kwokya birime.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_090848.126613_4346.wav,0.003055556,Western
Emiti tugyetaaga okufuna enkuba etuyamba mu kulima.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_101515.081575_47491.wav,0.0025,Western
Katungulu chumu akula bulungi mu kiseera ky'omusana.,Luganda,3277,Female,50-59,yogera_text_audio_20241111_094622.543765_45191.wav,0.001944444,Western
Abapakasi mu nnimiro tebalina kukozesebwa nga baddu.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_115110.328625_2769.wav,0.0025,Western
Buli kitonde ekiri mu nnimiro kya mugaso ku bulimi.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_095725.370795_2520.wav,0.002222222,Western
Pulezidenti ayagala abalimi mu uganda bave ku kulima emmere eyokulya yokka wabula balime eyokutunda.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_084137.421544_52156.wav,0.004444444,Western
Abaana be abatendese okulima nakati.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_084909.151953_40841.wav,0.001666667,Western
Oyo omuyizi mugezi mu kibiina ate amanyi n'okusamba omupiira.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_114341.823230_2591.wav,0.003055556,Western
Mwewale nnyo okugayaala mu biseera by'okusiga emmere.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_115257.408611_11777.wav,0.001388889,Western
Ssente zonna za kugulira balimi nkumbi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_103708.878354_3682.wav,0.000833333,Western
Enkyukakyuka y’obudde embi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_095728.230891_33328.wav,0.001111111,Western
"Toggwamu maanyi, kanya kulunda.",Luganda,3298,Female,50-59,yogera_text_audio_20241111_073933.178449_7363.wav,0.001944444,Western
Nze mikwano gyange kati abasinga balimi.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_114341.814999_2758.wav,0.001666667,Western
Amakungula ga luno nguzeeko essaati bbiri n'empale emu.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_123825.952963_2455.wav,0.002222222,Western
Tolagiriza bulagiriza nga ssenkaggale.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_075956.127402_39083.wav,0.001388889,Western
Pulezidenti yeerabidde okusiima abalimi.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_091902.555716_22480.wav,0.001388889,Western
Oluusi olulimi lwa muwogo lusobola okukala singa kiba kisusse,Luganda,3280,Female,50-59,yogera_text_audio_20241111_091311.765518_54820.wav,0.003888889,Western
Ebidiba ebiwugirwamu ku ssomero byonna babizibye.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_082526.509962_2594.wav,0.002222222,Western
Kola ekyo ky'oli omwetegefu okugoberera obulagirizi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_104002.913909_33616.wav,0.001666667,Western
Mu biseera bya ssennyiga omukambwe ebbula ly'omusaayi lyeyongera.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_120032.474017_2640.wav,0.002222222,Western
Omusawo tayinza kudda mu kulya ng'abalwadde bamulinze.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_130124.858062_2706.wav,0.002222222,Western
Obudde buli lwe bukya nnyongera okwagala okulima obutungulu.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_095728.237901_21643.wav,0.001944444,Western
Kika kya bijanjaalo ki ekisinga mu katale?,Luganda,3280,Female,50-59,yogera_text_audio_20241111_104002.898914_53423.wav,0.001666667,Western
Ennima eno  nnungi nnyo naddala eri abalimira awafunda.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_091102.763841_51579.wav,0.002222222,Western
Okulaba nga bayamba bonna abaagala okulima ovakedo ono.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_082138.863278_51521.wav,0.002777778,Western
Enkoko za kkojja zaalidde ebijanjaalo byange byonna!,Luganda,1008,Female,50-59,yogera_text_audio_20240524_130846.450387_2438.wav,0.001944444,Western
Muganda we yalwadde omutwe ne gumulemesa okugenda ku ssomero.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_115538.245719_2582.wav,0.002222222,Western
Okunywa sooda buli lunaku ky'ekimu kubirwaza kkookolo.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_091949.406742_2629.wav,0.002222222,Western
Bwanike buggweeko amazzi gali.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_074313.240118_29823.wav,0.001666667,Western
Weeyune abalimi abategeera kye bakola.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_100702.377528_22587.wav,0.001111111,Western
Nange kennyini ssaagala kulima nnyo.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_094154.854352_26871.wav,0.000833333,Western
Obutafaayo bwa gavumenti ku balimi nakyo kibaleetedde okuggwamu essuubi.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_091949.416144_2521.wav,0.003333333,Western
Abalimi abamu batunda ebijanjaalo ebitali biwewe.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_094543.286048_7897.wav,0.001666667,Western
Bamusala ne bamwanika n'akala.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_090848.133725_28557.wav,0.001944444,Western
Wali olowoozezza ku kulima entungo ggwe?,Luganda,3298,Female,50-59,yogera_text_audio_20241111_091407.475332_8690.wav,0.001666667,Western
Amazima gali nti nkooye enkumbi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_093537.274465_5582.wav,0.001388889,Western
We njogerera bonna abalimi balinze basomesa.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_092802.874409_3972.wav,0.001666667,Western
Kamulali omulungi asibuka mu kikolo ki?,Luganda,3298,Female,50-59,yogera_text_audio_20241111_100156.359209_34956.wav,0.001111111,Western
Okugema y'engeri esinga okuziyiza endwadde.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_081847.823693_2678.wav,0.002777778,Western
Osobola okutwala ebbanga lya mwaka mulamba n'ekitundu nga tosirisiza mu kunoga butunda.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_075956.133788_52142.wav,0.003055556,Western
Abamu batya okulunda embizzi kuba zirya nnyo ate nkyafu ekissukiridde.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_080251.806616_25098.wav,0.002777778,Western
Tolaba ng'ekikolo kya ssukumawiiti kino kyabala nnyo.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_080251.830619_24543.wav,0.001666667,Western
Bwe muba mugenze mu nnimiro mufube okukabala obulungi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_085428.452381_9149.wav,0.002222222,Western
Lwaki tokozesa kigimusa kiri ku ddoodo wo?,Luganda,3277,Female,50-59,yogera_text_audio_20241111_114701.112927_16546.wav,0.001666667,Western
Olowooza lumonde akulira bbanga ki?,Luganda,1008,Female,50-59,yogera_text_audio_20240524_120453.039525_2729.wav,0.001388889,Western
Nninawo abalunzi be mmanyi bangi nga tebaagala kugema.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_091407.460072_9787.wav,0.001944444,Western
Embwa eŋŋanda kyenkana ento bagaba za bwereere.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_104103.750636_11141.wav,0.001666667,Western
"Ekituufu, ebisagazi birina kutemwa butemwa kubanga kino kibiyamba okuloka ate omulunzi amanya entema yaabyo.",Luganda,3280,Female,50-59,yogera_text_audio_20241111_081425.640822_12076.wav,0.005555556,Western
Wadde ssirina maanyi naye nja kulima waakiri nga nfunye abapakasi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_095145.048566_27187.wav,0.001944444,Western
Enkuba bwe lwaawo okutonnya osobola okufukirira emmwaanyi.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_091136.211205_46024.wav,0.001666667,Western
Birungi ki ebiri mu kulima n'enkumbi okusinga ttulakita?,Luganda,3298,Female,50-59,yogera_text_audio_20241111_094841.713597_9305.wav,0.001944444,Western
Abalwadde ba kkookolo beetaaga obujjanjabi obulungi.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_120032.497713_2670.wav,0.0025,Western
Abagabi b'omusaayi bakisanga nga kyangu okufuna omusaayi singa obwetaavu buba buzze.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_124352.183549_2697.wav,0.003055556,Western
Tulafuubanye nnyo okukulaakulanya obulimi bwa mmusa mu ggwanga.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_084407.654041_24345.wav,0.003055556,Western
Mbadde sirabangako bayizi basomera wansi w'omiti.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_114707.511657_2551.wav,0.002222222,Western
Akatale k'embwa okimanyi nti mu ggwanga kangi?,Luganda,1008,Female,50-59,yogera_text_audio_20240524_085309.129019_2746.wav,0.0025,Western
Ssisuubira nti wakyaliyo enkuba esobola okuyamba kasooli okukula.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_075613.322304_23485.wav,0.0025,Western
"Ettaka erimu lyantama, kubanga teribala mmere.",Luganda,3298,Female,50-59,yogera_text_audio_20241111_081812.603570_14334.wav,0.001666667,Western
Abasawo bandifuna obulwadde singa tebeegendereza.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_124848.193074_2664.wav,0.001666667,Western
Teeka ennyaanya yo mu kinnya ng'ebikoola bibiri tobibisseeko ttaka.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_085742.208152_48764.wav,0.002777778,Western
Abalimi balina kukola ki okwewala okugengewala kwa muwogo?,Luganda,1008,Female,50-59,yogera_text_audio_20240524_132802.693199_2475.wav,0.001388889,Western
Awo ne basiikira wamu n'engaano.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_094347.655475_34752.wav,0.001111111,Western
Mu obutiko mulimu emigaso mingi.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_095145.058375_37084.wav,0.001111111,Western
Be nnima nabo bonna banneesiimisa.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_095133.639095_2751.wav,0.001666667,Western
Tokimanyi nti abalimi mu biseera by'enkuba basiiba mu nnimiro?,Luganda,1008,Female,50-59,yogera_text_audio_20240524_073647.779342_2453.wav,0.003611111,Western
Emmere gye bamanyidde eba ya mazzi.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_095946.891835_32152.wav,0.001666667,Western
Emboga ewooma ng'etuuse ku sowaani.,Luganda,3277,Female,50-59,yogera_text_audio_20241111_101131.727310_43946.wav,0.001388889,Western
Empuuta tebagirunda waka.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_095659.817169_30149.wav,0.001111111,Western
Ebikajjo birimwamu emirundi emmeka?,Luganda,3280,Female,50-59,yogera_text_audio_20241111_091900.147366_28739.wav,0.001111111,Western
Lwaki gonja wo tomutunda lumu yenna?,Luganda,3280,Female,50-59,yogera_text_audio_20241111_090629.236060_16737.wav,0.001666667,Western
Okulabirira nnakati kya nkizo nnyo mu bulimi.,Luganda,3298,Female,50-59,yogera_text_audio_20241111_093440.972824_17923.wav,0.001111111,Western
Abalunzi abalina ente ennyingi bali mu ssente.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_091949.396858_2508.wav,0.002222222,Western
Tteeka ki erifuga ennima y'emboga mu ggwanga?,Luganda,3298,Female,50-59,yogera_text_audio_20241111_081259.132409_14058.wav,0.0025,Western
Njagala amakungula gasange nga nnina oluggya olunene.,Luganda,1008,Female,50-59,yogera_text_audio_20240524_131453.497174_2731.wav,0.001388889,Western
Abalimi bayita mu mbeera ki eyo mu byalo?,Luganda,1008,Female,50-59,yogera_text_audio_20240524_123232.169929_2762.wav,0.001388889,Western
Twongere okuwagira abalimi b'omuwemba.,Luganda,3280,Female,50-59,yogera_text_audio_20241111_093315.919430_37504.wav,0.001111111,Western
